Pop	Ind	Location	Grp	Type
JAC0523	JAC0523_045s	JAC	CT	CT_spat
JAC0523	JAC0523_046s	JAC	CT	CT_spat
JAC0523	JAC0523_047s	JAC	CT	CT_spat
JAC0523	JAC0523_048s	JAC	CT	CT_spat
JAC0523	JAC0523_049s	JAC	CT	CT_spat
JAC0523	JAC0523_050s	JAC	CT	CT_spat
KRB16	KRB16_001	AQ_5	AQ_5	AQ_5
KRB16	KRB16_002	AQ_5	AQ_5	AQ_5
KRB16	KRB16_003	AQ_5	AQ_5	AQ_5
KRB16	KRB16_004	AQ_5	AQ_5	AQ_5
KRB16	KRB16_005	AQ_5	AQ_5	AQ_5
KRB16	KRB16_006	AQ_5	AQ_5	AQ_5
KRB16	KRB16_007	AQ_5	AQ_5	AQ_5
KRB16	KRB16_008	AQ_5	AQ_5	AQ_5
KRB16	KRB16_009	AQ_5	AQ_5	AQ_5
KRB16	KRB16_010	AQ_5	AQ_5	AQ_5
KRB16	KRB16_011	AQ_5	AQ_5	AQ_5
KRB16	KRB16_012	AQ_5	AQ_5	AQ_5
KRB16	KRB16_013	AQ_5	AQ_5	AQ_5
KRB16	KRB16_014	AQ_5	AQ_5	AQ_5
KRB16	KRB16_015	AQ_5	AQ_5	AQ_5
KRB16	KRB16_016	AQ_5	AQ_5	AQ_5
KRB16	KRB16_017	AQ_5	AQ_5	AQ_5
KRB16	KRB16_018	AQ_5	AQ_5	AQ_5
KRB16	KRB16_019	AQ_5	AQ_5	AQ_5
KRB16	KRB16_020	AQ_5	AQ_5	AQ_5
KRB16	KRB16_021	AQ_5	AQ_5	AQ_5
KRB16	KRB16_022	AQ_5	AQ_5	AQ_5
KRB16	KRB16_023	AQ_5	AQ_5	AQ_5
KRB16	KRB16_024	AQ_5	AQ_5	AQ_5
KRB16	KRB16_025	AQ_5	AQ_5	AQ_5
KRB16	KRB16_026	AQ_5	AQ_5	AQ_5
KRB16	KRB16_027	AQ_5	AQ_5	AQ_5
KRB16	KRB16_028	AQ_5	AQ_5	AQ_5
KRB16	KRB16_029	AQ_5	AQ_5	AQ_5
KRB16	KRB16_030	AQ_5	AQ_5	AQ_5
KRP13	KRP13_001	AQ_6	AQ_6	AQ_6
KRP13	KRP13_002	AQ_6	AQ_6	AQ_6
KRP13	KRP13_003	AQ_6	AQ_6	AQ_6
KRP13	KRP13_004	AQ_6	AQ_6	AQ_6
KRP13	KRP13_005	AQ_6	AQ_6	AQ_6
KRP13	KRP13_006	AQ_6	AQ_6	AQ_6
KRP13	KRP13_007	AQ_6	AQ_6	AQ_6
KRP13	KRP13_008	AQ_6	AQ_6	AQ_6
KRP13	KRP13_009	AQ_6	AQ_6	AQ_6
KRP13	KRP13_010	AQ_6	AQ_6	AQ_6
KRP13	KRP13_011	AQ_6	AQ_6	AQ_6
KRP13	KRP13_012	AQ_6	AQ_6	AQ_6
KRP13	KRP13_013	AQ_6	AQ_6	AQ_6
KRP13	KRP13_014	AQ_6	AQ_6	AQ_6
KRP13	KRP13_015	AQ_6	AQ_6	AQ_6
KRP13	KRP13_016	AQ_6	AQ_6	AQ_6
KRP13	KRP13_017	AQ_6	AQ_6	AQ_6
KRP13	KRP13_018	AQ_6	AQ_6	AQ_6
KRP13	KRP13_019	AQ_6	AQ_6	AQ_6
KRP13	KRP13_020	AQ_6	AQ_6	AQ_6
KRP13	KRP13_021	AQ_6	AQ_6	AQ_6
KRP13	KRP13_022	AQ_6	AQ_6	AQ_6
KRP13	KRP13_023	AQ_6	AQ_6	AQ_6
KRP13	KRP13_024	AQ_6	AQ_6	AQ_6
KRP13	KRP13_025	AQ_6	AQ_6	AQ_6
KRP13	KRP13_026	AQ_6	AQ_6	AQ_6
KRP13	KRP13_027	AQ_6	AQ_6	AQ_6
KRP13	KRP13_028	AQ_6	AQ_6	AQ_6
KRP13	KRP13_029	AQ_6	AQ_6	AQ_6
KRP13	KRP13_030	AQ_6	AQ_6	AQ_6
YBD	YBD_10	YBD	CT	CT_spat
YBD	YBD_11	YBD	CT	CT_spat
YBD	YBD_12	YBD	CT	CT_spat
YBD	YBD_13	YBD	CT	CT_spat
YBD	YBD_14	YBD	CT	CT_spat
YBD	YBD_15	YBD	CT	CT_spat
YBD	YBD_16	YBD	CT	CT_spat
YBD	YBD_17	YBD	CT	CT_spat
YBD	YBD_18	YBD	CT	CT_spat
YBD	YBD_19	YBD	CT	CT_spat
YBD	YBD_20	YBD	CT	CT_spat
YBD	YBD_21	YBD	CT	CT_spat
YBD	YBD_22	YBD	CT	CT_spat
YBD	YBD_23	YBD	CT	CT_spat
YBD	YBD_24	YBD	CT	CT_spat
YBD	YBD_25	YBD	CT	CT_spat
YBD	YBD_26	YBD	CT	CT_spat
YBD	YBD_27	YBD	CT	CT_spat
YBD	YBD_28	YBD	CT	CT_spat
YBD	YBD_29	YBD	CT	CT_spat
YBD	YBD_30	YBD	CT	CT_spat
YBD	YBD_31	YBD	CT	CT_spat
YBD	YBD_32	YBD	CT	CT_spat
YBD	YBD_33	YBD	CT	CT_spat
YBD	YBD_34	YBD	CT	CT_spat
YBD	YBD_35	YBD	CT	CT_spat
YBD	YBD_36	YBD	CT	CT_spat
YBD	YBD_37	YBD	CT	CT_spat
YBD	YBD_54	YBD	CT	CT_spat
YBD	YBD_55	YBD	CT	CT_spat
YBD	YBD_6	YBD	CT	CT_spat
YBD	YBD_7	YBD	CT	CT_spat
YBD	YBD_8	YBD	CT	CT_spat
YBD	YBD_9	YBD	CT	CT_spat
ASC23a	ASC23a_4	ASC	CT	CT_adult
ASC23a	ASC23a_9	ASC	CT	CT_adult
ASC23a	ASC23a_12	ASC	CT	CT_adult
ASC23a	ASC23a_14	ASC	CT	CT_adult
ASC23a	ASC23a_15	ASC	CT	CT_adult
ASC23a	ASC23a_16	ASC	CT	CT_adult
ASC23a	ASC23a_17	ASC	CT	CT_adult
ASC23a	ASC23a_18	ASC	CT	CT_adult
ASC23a	ASC23a_22	ASC	CT	CT_adult
ASC23a	ASC23a_25	ASC	CT	CT_adult
ASC23a	ASC23a_26	ASC	CT	CT_adult
ASC23a	ASC23a_27	ASC	CT	CT_adult
ASC23a	ASC23a_28	ASC	CT	CT_adult
ASC23a	ASC23a_29	ASC	CT	CT_adult
ASC23a	ASC23a_31	ASC	CT	CT_adult
ASC23a	ASC23a_32	ASC	CT	CT_adult
ASC23a	ASC23a_33	ASC	CT	CT_adult
ASC23a	ASC23a_34	ASC	CT	CT_adult
ASC23a	ASC23a_36	ASC	CT	CT_adult
ASC23a	ASC23a_37	ASC	CT	CT_adult
ASC23a	ASC23a_39	ASC	CT	CT_adult
ASC23a	ASC23a_40	ASC	CT	CT_adult
ASC23a	ASC23a_41	ASC	CT	CT_adult
ASC23a	ASC23a_42	ASC	CT	CT_adult
ASC23a	ASC23a_43	ASC	CT	CT_adult
ASC23a	ASC23a_44	ASC	CT	CT_adult
ASC23a	ASC23a_45	ASC	CT	CT_adult
ASC23a	ASC23a_46	ASC	CT	CT_adult
ASC23a	ASC23a_47	ASC	CT	CT_adult
ASC23a	ASC23a_48	ASC	CT	CT_adult
ASC23a	ASC23a_52	ASC	CT	CT_adult
ASC23a	ASC23a_54	ASC	CT	CT_adult
ASC23a	ASC23a_57	ASC	CT	CT_adult
ASC23a	ASC23a_58	ASC	CT	CT_adult
ASC23a	ASC23a_59	ASC	CT	CT_adult
ASC23a	ASC23a_60	ASC	CT	CT_adult
EHF23a	EHF23a_3	EHF	CT	CT_adult
EHF23a	EHF23a_4	EHF	CT	CT_adult
EHF23a	EHF23a_5	EHF	CT	CT_adult
EHF23a	EHF23a_6	EHF	CT	CT_adult
EHF23a	EHF23a_7	EHF	CT	CT_adult
EHF23a	EHF23a_8	EHF	CT	CT_adult
EHF23a	EHF23a_9	EHF	CT	CT_adult
EHF23a	EHF23a_10	EHF	CT	CT_adult
EHF23a	EHF23a_11	EHF	CT	CT_adult
EHF23a	EHF23a_12	EHF	CT	CT_adult
EHF23a	EHF23a_13	EHF	CT	CT_adult
EHF23a	EHF23a_14	EHF	CT	CT_adult
EHF23a	EHF23a_15	EHF	CT	CT_adult
EHF23a	EHF23a_16	EHF	CT	CT_adult
EHF23a	EHF23a_17	EHF	CT	CT_adult
EHF23a	EHF23a_18	EHF	CT	CT_adult
EHF23a	EHF23a_19	EHF	CT	CT_adult
EHF23a	EHF23a_20	EHF	CT	CT_adult
EHF23a	EHF23a_21	EHF	CT	CT_adult
EHF23a	EHF23a_22	EHF	CT	CT_adult
EHF23a	EHF23a_23	EHF	CT	CT_adult
EHF23a	EHF23a_24	EHF	CT	CT_adult
EHF23a	EHF23a_25	EHF	CT	CT_adult
EHF23a	EHF23a_26	EHF	CT	CT_adult
EHF23a	EHF23a_27	EHF	CT	CT_adult
EHF23a	EHF23a_28	EHF	CT	CT_adult
EHF23a	EHF23a_29	EHF	CT	CT_adult
EHF23a	EHF23a_30	EHF	CT	CT_adult
EHF23a	EHF23a_31	EHF	CT	CT_adult
EHF23a	EHF23a_32	EHF	CT	CT_adult
EHF23a	EHF23a_33	EHF	CT	CT_adult
EHF23a	EHF23a_34	EHF	CT	CT_adult
EHF23a	EHF23a_35	EHF	CT	CT_adult
EHF23a	EHF23a_36	EHF	CT	CT_adult
EHF23a	EHF23a_37	EHF	CT	CT_adult
EHF23a	EHF23a_38	EHF	CT	CT_adult
EHF23a	EHF23a_39	EHF	CT	CT_adult
EHF23a	EHF23a_40	EHF	CT	CT_adult
EHF23a	EHF23a_41	EHF	CT	CT_adult
EHF23a	EHF23a_42	EHF	CT	CT_adult
FEC23a	FEC23a_5	FEC	CT	CT_adult
FEC23a	FEC23a_6	FEC	CT	CT_adult
FEC23a	FEC23a_7	FEC	CT	CT_adult
FEC23a	FEC23a_9	FEC	CT	CT_adult
FEC23a	FEC23a_10	FEC	CT	CT_adult
FEC23a	FEC23a_11	FEC	CT	CT_adult
FEC23a	FEC23a_12	FEC	CT	CT_adult
FEC23a	FEC23a_29	FEC	CT	CT_adult
FEC23a	FEC23a_30	FEC	CT	CT_adult
FEC23a	FEC23a_31	FEC	CT	CT_adult
FEC23a	FEC23a_32	FEC	CT	CT_adult
FEC23a	FEC23a_33	FEC	CT	CT_adult
FEC23a	FEC23a_34	FEC	CT	CT_adult
FEC23a	FEC23a_35	FEC	CT	CT_adult
FEC23a	FEC23a_36	FEC	CT	CT_adult
FEC23a	FEC23a_37	FEC	CT	CT_adult
FEC23a	FEC23a_38	FEC	CT	CT_adult
FEC23a	FEC23a_39	FEC	CT	CT_adult
FEC23a	FEC23a_40	FEC	CT	CT_adult
FEC23a	FEC23a_41	FEC	CT	CT_adult
FEC23a	FEC23a_42	FEC	CT	CT_adult
FEC23a	FEC23a_43	FEC	CT	CT_adult
FEC23a	FEC23a_44	FEC	CT	CT_adult
FEC23a	FEC23a_45	FEC	CT	CT_adult
FEC23a	FEC23a_46	FEC	CT	CT_adult
FEC23a	FEC23a_47	FEC	CT	CT_adult
FEC23a	FEC23a_48	FEC	CT	CT_adult
FEC23a	FEC23a_49	FEC	CT	CT_adult
FEC23a	FEC23a_50	FEC	CT	CT_adult
FEC23a	FEC23a_51	FEC	CT	CT_adult
FEC23a	FEC23a_52	FEC	CT	CT_adult
FEC23a	FEC23a_53	FEC	CT	CT_adult
FEC23a	FEC23a_54	FEC	CT	CT_adult
FEC23a	FEC23a_55	FEC	CT	CT_adult
FEC23a	FEC23a_56	FEC	CT	CT_adult
FEC23a	FEC23a_57	FEC	CT	CT_adult
FEC23a	FEC23a_58	FEC	CT	CT_adult
FEC23a	FEC23a_59	FEC	CT	CT_adult
FEC23a	FEC23a_60	FEC	CT	CT_adult
GOO23a	GOO23a_1	GOO	CT	CT_adult
GOO23a	GOO23a_2	GOO	CT	CT_adult
GOO23a	GOO23a_3	GOO	CT	CT_adult
GOO23a	GOO23a_4	GOO	CT	CT_adult
GOO23a	GOO23a_5	GOO	CT	CT_adult
GOO23a	GOO23a_6	GOO	CT	CT_adult
GOO23a	GOO23a_7	GOO	CT	CT_adult
GOO23a	GOO23a_8	GOO	CT	CT_adult
GOO23a	GOO23a_9	GOO	CT	CT_adult
GOO23a	GOO23a_10	GOO	CT	CT_adult
GOO23a	GOO23a_11	GOO	CT	CT_adult
GOO23a	GOO23a_12	GOO	CT	CT_adult
GOO23a	GOO23a_13	GOO	CT	CT_adult
GOO23a	GOO23a_14	GOO	CT	CT_adult
GOO23a	GOO23a_15	GOO	CT	CT_adult
GOO23a	GOO23a_16	GOO	CT	CT_adult
GOO23a	GOO23a_17	GOO	CT	CT_adult
GOO23a	GOO23a_18	GOO	CT	CT_adult
GOO23a	GOO23a_19	GOO	CT	CT_adult
GOO23a	GOO23a_20	GOO	CT	CT_adult
GOO23a	GOO23a_21	GOO	CT	CT_adult
GOO23a	GOO23a_22	GOO	CT	CT_adult
GOO23a	GOO23a_23	GOO	CT	CT_adult
GOO23a	GOO23a_24	GOO	CT	CT_adult
GOO23a	GOO23a_25	GOO	CT	CT_adult
GOO23a	GOO23a_26	GOO	CT	CT_adult
GOO23a	GOO23a_27	GOO	CT	CT_adult
GOO23a	GOO23a_28	GOO	CT	CT_adult
GOO23a	GOO23a_29	GOO	CT	CT_adult
GOO23a	GOO23a_30	GOO	CT	CT_adult
GOO23a	GOO23a_32	GOO	CT	CT_adult
GOO23a	GOO23a_33	GOO	CT	CT_adult
GOO23a	GOO23a_34	GOO	CT	CT_adult
GOO23a	GOO23a_35	GOO	CT	CT_adult
GOO23a	GOO23a_36	GOO	CT	CT_adult
GOO23a	GOO23a_37	GOO	CT	CT_adult
GOO23a	GOO23a_38	GOO	CT	CT_adult
HDC23a	HDC23a_1	HDC	CT	CT_adult
HDC23a	HDC23a_2	HDC	CT	CT_adult
HDC23a	HDC23a_3	HDC	CT	CT_adult
HDC23a	HDC23a_4	HDC	CT	CT_adult
HDC23a	HDC23a_5	HDC	CT	CT_adult
HDC23a	HDC23a_6	HDC	CT	CT_adult
HDC23a	HDC23a_7	HDC	CT	CT_adult
HDC23a	HDC23a_8	HDC	CT	CT_adult
HDC23a	HDC23a_9	HDC	CT	CT_adult
HDC23a	HDC23a_10	HDC	CT	CT_adult
HDC23a	HDC23a_11	HDC	CT	CT_adult
HDC23a	HDC23a_12	HDC	CT	CT_adult
HDC23a	HDC23a_13	HDC	CT	CT_adult
HDC23a	HDC23a_14	HDC	CT	CT_adult
HDC23a	HDC23a_15	HDC	CT	CT_adult
HDC23a	HDC23a_16	HDC	CT	CT_adult
HDC23a	HDC23a_17	HDC	CT	CT_adult
HDC23a	HDC23a_18	HDC	CT	CT_adult
HDC23a	HDC23a_19	HDC	CT	CT_adult
HDC23a	HDC23a_20	HDC	CT	CT_adult
HDC23a	HDC23a_21	HDC	CT	CT_adult
HDC23a	HDC23a_22	HDC	CT	CT_adult
HDC23a	HDC23a_23	HDC	CT	CT_adult
HDC23a	HDC23a_24	HDC	CT	CT_adult
HDC23a	HDC23a_25	HDC	CT	CT_adult
HDC23a	HDC23a_26	HDC	CT	CT_adult
HDC23a	HDC23a_27	HDC	CT	CT_adult
HDC23a	HDC23a_28	HDC	CT	CT_adult
HDC23a	HDC23a_29	HDC	CT	CT_adult
HDC23a	HDC23a_30	HDC	CT	CT_adult
HDC23a	HDC23a_31	HDC	CT	CT_adult
HDC23a	HDC23a_32	HDC	CT	CT_adult
HDC23a	HDC23a_33	HDC	CT	CT_adult
HDC23a	HDC23a_34	HDC	CT	CT_adult
HDC23a	HDC23a_35	HDC	CT	CT_adult
HDC23a	HDC23a_36	HDC	CT	CT_adult
HDC23a	HDC23a_37	HDC	CT	CT_adult
HDC23a	HDC23a_38	HDC	CT	CT_adult
HDC23a	HDC23a_39	HDC	CT	CT_adult
HDC23a	HDC23a_40	HDC	CT	CT_adult
JAC23a	JAC23a_7	JAC	CT	CT_adult
JAC23a	JAC23a_8	JAC	CT	CT_adult
JAC23a	JAC23a_9	JAC	CT	CT_adult
JAC23a	JAC23a_10	JAC	CT	CT_adult
JAC23a	JAC23a_11	JAC	CT	CT_adult
JAC23a	JAC23a_12	JAC	CT	CT_adult
JAC23a	JAC23a_13	JAC	CT	CT_adult
JAC23a	JAC23a_14	JAC	CT	CT_adult
JAC23a	JAC23a_16	JAC	CT	CT_adult
JAC23a	JAC23a_17	JAC	CT	CT_adult
JAC23a	JAC23a_18	JAC	CT	CT_adult
JAC23a	JAC23a_19	JAC	CT	CT_adult
JAC23a	JAC23a_20	JAC	CT	CT_adult
JAC23a	JAC23a_21	JAC	CT	CT_adult
JAC23a	JAC23a_23	JAC	CT	CT_adult
JAC23a	JAC23a_24	JAC	CT	CT_adult
JAC23a	JAC23a_25	JAC	CT	CT_adult
JAC23a	JAC23a_26	JAC	CT	CT_adult
JAC23a	JAC23a_27	JAC	CT	CT_adult
JAC23a	JAC23a_28	JAC	CT	CT_adult
JAC23a	JAC23a_29	JAC	CT	CT_adult
JAC23a	JAC23a_30	JAC	CT	CT_adult
JAC23a	JAC23a_31	JAC	CT	CT_adult
JAC23a	JAC23a_32	JAC	CT	CT_adult
JAC23a	JAC23a_33	JAC	CT	CT_adult
JAC23a	JAC23a_34	JAC	CT	CT_adult
JAC23a	JAC23a_35	JAC	CT	CT_adult
JAC23a	JAC23a_36	JAC	CT	CT_adult
JAC23a	JAC23a_37	JAC	CT	CT_adult
JAC23a	JAC23a_38	JAC	CT	CT_adult
JAC23a	JAC23a_39	JAC	CT	CT_adult
JAC23a	JAC23a_40	JAC	CT	CT_adult
JAC23a	JAC23a_41	JAC	CT	CT_adult
JAC23a	JAC23a_42	JAC	CT	CT_adult
JAC23a	JAC23a_43	JAC	CT	CT_adult
QUR23a	QUR23a_1	QUR	CT	CT_adult
QUR23a	QUR23a_3	QUR	CT	CT_adult
QUR23a	QUR23a_4	QUR	CT	CT_adult
QUR23a	QUR23a_5	QUR	CT	CT_adult
QUR23a	QUR23a_6	QUR	CT	CT_adult
QUR23a	QUR23a_7	QUR	CT	CT_adult
QUR23a	QUR23a_8	QUR	CT	CT_adult
QUR23a	QUR23a_9	QUR	CT	CT_adult
QUR23a	QUR23a_10	QUR	CT	CT_adult
QUR23a	QUR23a_11	QUR	CT	CT_adult
QUR23a	QUR23a_12	QUR	CT	CT_adult
QUR23a	QUR23a_13	QUR	CT	CT_adult
QUR23a	QUR23a_14	QUR	CT	CT_adult
QUR23a	QUR23a_15	QUR	CT	CT_adult
QUR23a	QUR23a_16	QUR	CT	CT_adult
QUR23a	QUR23a_17	QUR	CT	CT_adult
QUR23a	QUR23a_18	QUR	CT	CT_adult
QUR23a	QUR23a_19	QUR	CT	CT_adult
QUR23a	QUR23a_20	QUR	CT	CT_adult
QUR23a	QUR23a_22	QUR	CT	CT_adult
QUR23a	QUR23a_23	QUR	CT	CT_adult
QUR23a	QUR23a_24	QUR	CT	CT_adult
QUR23a	QUR23a_25	QUR	CT	CT_adult
QUR23a	QUR23a_26	QUR	CT	CT_adult
QUR23a	QUR23a_27	QUR	CT	CT_adult
QUR23a	QUR23a_28	QUR	CT	CT_adult
QUR23a	QUR23a_29	QUR	CT	CT_adult
QUR23a	QUR23a_31	QUR	CT	CT_adult
STP23a	STP23a_7	SPT	CT	CT_adult
STP23a	STP23a_8	SPT	CT	CT_adult
STP23a	STP23a_9	SPT	CT	CT_adult
STP23a	STP23a_10	SPT	CT	CT_adult
STP23a	STP23a_11	SPT	CT	CT_adult
STP23a	STP23a_12	SPT	CT	CT_adult
STP23a	STP23a_13	SPT	CT	CT_adult
STP23a	STP23a_14	SPT	CT	CT_adult
STP23a	STP23a_15	SPT	CT	CT_adult
STP23a	STP23a_16	SPT	CT	CT_adult
STP23a	STP23a_17	SPT	CT	CT_adult
STP23a	STP23a_18	SPT	CT	CT_adult
STP23a	STP23a_19	SPT	CT	CT_adult
STP23a	STP23a_20	SPT	CT	CT_adult
STP23a	STP23a_21	SPT	CT	CT_adult
STP23a	STP23a_22	SPT	CT	CT_adult
STP23a	STP23a_23	SPT	CT	CT_adult
STP23a	STP23a_24	SPT	CT	CT_adult
STP23a	STP23a_25	SPT	CT	CT_adult
STP23a	STP23a_26	SPT	CT	CT_adult
STP23a	STP23a_27	SPT	CT	CT_adult
STP23a	STP23a_28	SPT	CT	CT_adult
STP23a	STP23a_29	SPT	CT	CT_adult
STP23a	STP23a_30	SPT	CT	CT_adult
STP23a	STP23a_39	SPT	CT	CT_adult
STP23a	STP23a_40	SPT	CT	CT_adult
STP23a	STP23a_41	SPT	CT	CT_adult
STP23a	STP23a_42	SPT	CT	CT_adult
STP23a	STP23a_43	SPT	CT	CT_adult
STP23a	STP23a_44	SPT	CT	CT_adult
STP23a	STP23a_45	SPT	CT	CT_adult
STP23a	STP23a_46	SPT	CT	CT_adult
STP23a	STP23a_47	SPT	CT	CT_adult
STP23a	STP23a_48	SPT	CT	CT_adult
STP23a	STP23a_49	SPT	CT	CT_adult
STP23a	STP23a_50	SPT	CT	CT_adult
TOC23a	TOC23a_9	TOC	CT	CT_adult
TOC23a	TOC23a_10	TOC	CT	CT_adult
TOC23a	TOC23a_11	TOC	CT	CT_adult
TOC23a	TOC23a_12	TOC	CT	CT_adult
TOC23a	TOC23a_13	TOC	CT	CT_adult
TOC23a	TOC23a_14	TOC	CT	CT_adult
TOC23a	TOC23a_15	TOC	CT	CT_adult
TOC23a	TOC23a_16	TOC	CT	CT_adult
TOC23a	TOC23a_17	TOC	CT	CT_adult
TOC23a	TOC23a_18	TOC	CT	CT_adult
TOC23a	TOC23a_19	TOC	CT	CT_adult
TOC23a	TOC23a_20	TOC	CT	CT_adult
TOC23a	TOC23a_21	TOC	CT	CT_adult
TOC23a	TOC23a_22	TOC	CT	CT_adult
TOC23a	TOC23a_23	TOC	CT	CT_adult
TOC23a	TOC23a_24	TOC	CT	CT_adult
TOC23a	TOC23a_33	TOC	CT	CT_adult
TOC23a	TOC23a_35	TOC	CT	CT_adult
TOC23a	TOC23a_36	TOC	CT	CT_adult
TOC23a	TOC23a_37	TOC	CT	CT_adult
TOC23a	TOC23a_38	TOC	CT	CT_adult
TOC23a	TOC23a_39	TOC	CT	CT_adult
TOC23a	TOC23a_40	TOC	CT	CT_adult
TOC23a	TOC23a_41	TOC	CT	CT_adult
TOC23a	TOC23a_42	TOC	CT	CT_adult
TOC23a	TOC23a_43	TOC	CT	CT_adult
TOC23a	TOC23a_45	TOC	CT	CT_adult
TOC23a	TOC23a_46	TOC	CT	CT_adult
TOC23a	TOC23a_47	TOC	CT	CT_adult
TOC23a	TOC23a_48	TOC	CT	CT_adult
TOC23a	TOC23a_49	TOC	CT	CT_adult
TOC23a	TOC23a_50	TOC	CT	CT_adult
